docid	exp_genres	date	author	title	origgenres	origsubjs	remove
mdp.39076002946015	short stories	1935.0		The best short stories, 1935 : | and the yearbook of the American short story / | $c: edited by Edward J O'Brien.	Bibliographies	Short stories, American	 
mdp.39076002694037	historical fiction	1935.0	Haykaz, Aram	The fall of the aerie, | $c: by Aram Haigaz.		Armenians|Armenian massacres, 1915-1923|Turkey|History|Şebinkarahisar	 
mdp.39015059717754	historical fiction	1978.0	Modak, Manorama Ramkrishna	Single is the wheel / | $c: Manorama Modak.		Maratha (Indic people)|History|History	 
inu.30000112100577	love stories	1935.0	Baldwin, Faith	American family, | $c: by Faith Baldwin.	Bibliographies|Love stories		 
mdp.39015001523607	historical fiction	1937.0	Zami͡atin, Evgeniĭ Ivanovich	The islanders / | $c: Evgeny Zamyatin; translated by T.S. Berczynski. Armored-train 14-69 / Vsevolod Ivanov; translated by Frank Miller.		Allied intervention, 1918-1920|History	 
osu.32435067906925	humor|love stories	1935.0	Keltie, Emilie	Jane takes a chance / | $c: by Emilie Keltie.	Humorous fiction	Women|Conduct of life|Man-woman relationships	 
osu.32435055407340	western stories	1935.0	Taylor, Grant	Whip Ryder's way.	Western stories		 
osu.32435059299560	sea stories	1935.0	Wyckoff, Capwell	The sea runners' cache / | $c: Capwell Wyckoff.		Sea stories|Juvenile literature	 
osu.32435066780578	love stories	1935.0	Gardner, Anne	All that glitters / | $c: by Anne Gardner.	Love stories	Marriage|Man-woman relationships	 
osu.32435067907261	love stories	1935.0	Rollins, Kathleen	Enchanted interlude / | $c: by Kathleen Rollins.	Love stories	Man-woman relationships	 
mdp.39015012971340	historical fiction	1936.0	Sender, Ramón José	Seven red Sundays, | $c: by Ramón J. Sender; translated from the Spanish by Sir Peter Chalmers Mitchell.		Revolution, 1931|History	 
mdp.39015059413362	random	1936.0	Hull, Helen R. (Helen Rose)	Uncommon people : | short stories / | $c: by Helen Hull.			 
mdp.39015067704224	random	2006.0	Wilkins, Damien	The fainter / | $c: Damien Wilkins.			 
mdp.39015059381569	short stories	1936.0	Boyle, Kay	365 days, | $c: edited by Kay Boyle, Laurence Vail [and] Nina Conarain.		Short stories|20th century	 
mdp.39015025036651	sea stories	1978.0	Croall, James	Fourteen minutes : | the last voyage of the Empress of Ireland / | $c: James Croall.		Québec (Province)|Shipwrecks|Storstad (Steamship)|Saint Lawrence River Estuary|Empress of Ireland (Steamship)	 
nyp.33433074828124	historical fiction	1900.0	Barton, William Eleazar, 1861-1930	The prairie schooner : | a story of the Black Hawk War / | $c: by William E. Barton. Illustrated by H. Burgess.	Historical fiction	Black Hawk War, 1832	 
nc01.ark+=13960=t3kw66g3b	historical fiction|war stories	1900.0	Krout, Caroline Virginia	Knights in fustian;		United States|Civil War, 1861-1865|History	 
mdp.39015030947983	war stories	1978.0	Bercovitch, Reuben	Hasen : | a novel / | $c: by Reuben Bercovitch.		Concentration camps|World War, 1939-1945	 
nyp.33433074808910	historical fiction	1900.0	Stoddard, William Osborn	The Noank's log : | a privateer of the revolution / | $c: by W. O. Stoddard; illustrated by Will Crawford.	Juvenile audience	Revolution, 1775-1783|History	 
nyp.33433074818273	humor	1900.0		Fun doctor, | first series.  Laugh cure: fun is better than physic and more pleasant to take.		American wit and humor	 
mdp.39015031223855	historical fiction	1936.0	Bentley, Phyllis Eleanor	Freedom farewell! | By Phyllis Bentley.		Caesar, Julius|Republic, 265-30 B.C|History	 
uc1.32106014905522	science fiction	1978.0	Anderson, Poul	The earth book of Stormgate / | $c: by Poul Anderson.		Science fiction, American	 
mdp.39015067651920	short stories	2006.0	Bierce, Ambrose	The short fiction of Ambrose Bierce : | a comprehensive edition / | $c: edited by S.T. Joshi, Lawrence I. Berkove, and David E. Schultz.	Bibliographies	19th century|Short stories, American	 
nyp.33433074848569	historical fiction	1900.0	Eggleston, George Cary	Captain Sam; | or, The boy scouts of 1814, | $c: by George Cary Eggleston ...		War of 1812|History	 
mdp.39015030751666	random	1936.0	Jones, Maurice Bethell	Peter called the Great | $c: [by] Maurice Bethell Jones.		Emperor of Russia|1672-1725|Peter	 
mdp.39015001117723	war stories	1978.0	Gruber, Samuel	I choose life / | $c: by Samuel Gruber, as told to Gertrude Hirschler ; introduction by Howard L. Adelson.		Jewish resistance|Personal narratives, Jewish|World War, 1939-1945	 
mdp.39015069345679	domestic fiction	2006.0	Woodson, J. L	Superwoman's child : | son of a single mother / | $c: J.L. Woodson.	Domestic fiction	Illinois|Chicago|Children of single parents|African American teenage boys|Mothers and sons|African Americans	 
mdp.39015017716005	random	1978.0	Valgardson, W. D	Red dust : | stories / | $c: by W. D. Valgardson.			 
uc1.$b725542	random	1936.0	Churchill, Claire Warner	South of the sunset : | an interpretation of Sacajawea, the Indian girl that accompanied Lewis and Clark / | $c: by Claire Warner Churchill ; illustrated by Agnes C. Lehman.	Bibliographies	Sacagawea|(1804-1806)|Lewis and Clark Expedition|1786-1884	 
mdp.39015065528922	mystery and detective fiction	1936.0	Milne, A. A. (Alan Alexander)	The red house mystery,	Novel|Detective and mystery stories		 
mdp.39015054401438	short stories	1978.0		Adolescence in literature / | $c: Thomas West Gregory, [editor].	Bibliographies	Social life and customs|Teenagers|Short stories, American|Adolescence	 
mdp.39015069362534	historical fiction|mystery and detective fiction	2006.0	Mailman, Erika	Woman of ill fame : | a novel / | $c: Erika Mailman.	Mystery fiction|Novel|Historical fiction	Prostitutes|California|Serial murderers|San Francisco|Gold discoveries	 
mdp.39015002702796	random	1936.0	Undset, Sigrid	Gunnar's daughter / | $c: translated from the Norwegian by Arthur G. Chater.			 
mdp.39015009404230	fairy tales	1863.0	Grimm, Jacob	Tales from Grimm / | $c: freely translated and illustrated by Wanda Gág.		Fairy tales	 
mdp.39015063608395	war stories	1936.0	Zweig, Arnold	Education before Verdun,		World War, 1914-1918	 
nyp.33433075751994	historical fiction	1900.0	Stephenson, Henry Thew	Patroon van Volkenberg : | a tale of old Manhattan in the year sixteen hundred & ninety-nine / | $c: by Henry Thew Stephenson ; illustrated by C. M. Relyea.		History|Colonial period, ca. 1600-1775	 
mdp.39015069746850	western stories	1978.0	Gronowski, Paul	"Rough-ridin"" studs / | $c: by Paul Gronowski."		Cowboys|Gay erotic literature|Gay men	 
mdp.39015010526716	short stories	1936.0	Wharton, Edith	The world over, | $c: by Edith Wharton.	Short stories		 
nyp.33433074923065	historical fiction	1867.0	Gairdner, William	Glengoyne; | reminiscences of the parish and its people. | $c: Ed. by John Alexander Gairdner.		History	 
mdp.49015000668237	psychological fiction|love stories	1978.0	Bukowski, Charles	Women / | $c: Charles Bukowski.	Psychological fiction	Man-woman relationships|Authors	 
mdp.39015031219630	short stories	1936.0	Russell, Leonard	Parody party		Short stories, English|Parodies	 
nyp.33433075754329	historical fiction	1900.0	Walloth, Wilhelm	Empress Octavia; | a romance of the reign of Nero; | $c: translated from the German of Wilhelm Walloth, by Mary J. Safford.		History|Nero, 54-68	 
mdp.49015000987751	science fiction	1978.0		The Altered I / | $c: edited by Lee Harding.		Science fiction, Australian|Fredrica Bartz Modern Fiction Collection|Congresses|Authorship|Science fiction, American|Science fiction	 
mdp.49015001064212	mystery and detective fiction	1873.0	Le Fanu, Joseph Sheridan	Wylder's hand / | $c: J. Sheridan Le Fanu.	Novel|Bibliographies|Detective and mystery stories	Inheritance and succession|Missing persons	 
nyp.33433082188826	historical fiction	1900.0	Jókai, Mór	The day of wrath,		Hungarian fiction|Uprising of 1848-1849|History|Revolution, 1848-1849	 
mdp.39015002756875	short stories	1936.0	Saroyan, William	Inhale & exhale.	Short stories		 
mdp.39015070712206	historical fiction	1884.0	Carroll, John	Lightning in the void : | the authentic history of Miyamoto Musashi : a novel / | $c: by John Carroll.	Novel	Miyamoto, Musashi|1584-1645|17th century|Swordsmen|History|16th century|Japan|Samurai	 
uc1.$b27400	short stories	1936.0	Fagin, Nathan Bryllion	America through the short story,		Social problems in literature|Short stories, American|Short story	 
mdp.39015049615043	historical fiction	1978.0	Hunter, Jim	Percival and the presence of God / | $c: by Jim Hunter ; introduction by Raymond H. Thompson.	Novel|Historical fiction|Fantasy fiction	Arthurian romances|Knights and knighthood|Great Britain|Perceval (Legendary character)|Adaptations	 
mdp.39015070729895	short stories	2006.0		Please stay on the trail : | a collection of Colorado fiction / | $c: compiled and edited by Matt Hudson.	Bibliographies	21st century|American fiction|Colorado|Short stories, American	 
mdp.39015070772887	historical fiction	2006.0	Hamburger, Robert	Shiraz : | a novel / | $c: by Robert Hamburger.		Pahlavi dynasty, 1925-1979|Americans|History|Iran	 
mdp.39015020468610	historical fiction	1936.0	Armstrong, H. C (Harold Courtenay)	Unending battle, | $c: by H. C. Armstrong ...		History|Keresselidze, Leo|1885-	 
mdp.39015031219309	short stories	1928.0	Brewster, Dorothy	A book of modern short stories, | $c: edited by Dorothy Brewster		Short stories	 
mdp.39015073865027	historical fiction	2006.0	Modder, Ralph P	The red cheong-sam and other old tales of Malaya and Singapore / | $c: Ralph Modder.		1867-1942|Japanese occupation, 1942-1945|History|1819-1867|British rule, 1867-1942|Short stories, Malaysian (English)	 
uc1.b4087138	war stories	1974.0	McHargue, Georgess	Little victories, big defeats : | war as the ultimate pollution / comp. by Georges McHargue.		War stories	 
uc1.b4222717	historical fiction	1978.0	Zhu, Bo	Tracks in the snowy forest / | $c: by Chu Po ; [translated by Sidney Shapiro ; illustrations by Sun  Zi- xi ]		History|Civil War, 1945-1949	 
mdp.39015069971193	fairy tales	2006.0	Connolly, John	The book of lost things / | $c: John Connolly.	Novel	Fantasy fiction|Death|Mothers|Fairy tales|Adaptations	 
uc1.b3115047	historical fiction	1936.0	Liepman, Heinz	Fires underground; | a narrative of the secret struggle carried on by illegal organizations in Germany under penalty of death, | $c: by Heinz Liepmann.  Translated by R. T. Clark.		1933-1945|History	 
mdp.39015055937570	random	2006.0	Dāśa Benhura	The tribute and other stories / | $c: Dash Benhur.			 
wu.89052492659	legends	1936.0	James, Will	Scorpion, a good bad horse / | $c: by Will James; illustrated by the author.		Horses|Legends and stories	 
uc1.b4453789	tales|folklore	1978.0	Graham, David Crockett	Tribal songs and tales of the Chʻuan Miao = | Ssu-chʻuan Miao tsu ku shih ko yao / | $c: collected by David Crockett Graham.	Bibliographies	Songs|Tales|Folklore|Hmong (Asian people)|Szechwan Province|China	 
nc01.ark+=13960=t5h99x04f	historical fiction|war stories	1900.0	Altsheler, Joseph A. (Joseph Alexander)	In circling camps;		United States|Civil War, 1861-1865|History	 
njp.32101066164730	historical fiction	1900.0	Blanchard, Amy Ella	A daughter of freedom; | a story of the latter period of the war for independence, | $c: by Amy Blanchard.	Juvenile audience	Revolution, 1775-1783|History	 
uc1.$b512510	folklore	1936.0	Cooper, Courtney Ryley	Lions 'n tigers 'n everything, | $c: by Courtney Ryley Cooper.		Folklore|Circus|Animals	 
mdp.39015076170573	historical fiction|war stories	2006.0	Barley, Nigel	Rogue raider : | the tale of Captain Lauterbach and the Singapore mutiny / | $c: Nigel Barley.		Sepoy Rebellion, 1915|Singapore|History|World War, 1914-1918	 
uc1.$b560247	sea stories	1936.0	Cumberlege, Claude	Master mariner / | $c: by Rear-Admiral Claude Cumberlege.		Cumberlege, Claude|Seafaring life	 
inu.30000004162966	tales|folklore	1978.0		Fulfulde tales of North Cameroon / | $c: [compiled by] Paul Kazuhisa Eguchi.		Fula (African people)|Tales|Folklore|Cameroon	 
inu.39000002711583	tales|folklore	1978.0	Manqondo, Mncinane	Folk-tales from Mpondoland / | $c: [compiled by] J. V. Cantrell ; illustrations by Gert le Grange.		Pondo (African people)|Congo (Democratic Republic)|Tales|Folklore	 
pst.000007041129	science fiction	1978.0		Perilous planets / | $c: Brian Aldiss.		Science fiction, American|Science fiction, English	 
pst.000007522949	mystery and detective fiction	1978.0		Verdict of 13 : | a Detection Club anthology / | $c: introd. by Julian Symons.		Detective and mystery stories, English|Detective and mystery stories, American	 
uc1.$b243139	random	1936.0	Hecht, Ben	Actor's blood, | $c: by Ben Hecht.			 
uc1.$b284294	random	1936.0	De la Mare, Walter	The nap and other stories / | $c: by Walter de la Mare.			 
mdp.39015081835210	tales	2006.0		Selection of folktales from ASEAN and China.		Folk literature|Tales|Southeast Asia|China	 
mdp.39015083457047	fairy tales|folklore	1900.0	MacManus, Seumas	Donegal fairy stories / | $c: collected and told by Seumas MacManus.		Folklore|Ireland|Fairy tales	 
uc1.$b302097	random	1936.0	Neagoe, Peter	There is my heart, | $c: by Peter Neagoe.			 
uc1.$b312442	historical fiction	1936.0	Safford, Henry Barnard	Mr. Madison's war, | Henry Barnard Safford.		War of 1812|History	 
uc1.32106009837292	fairy tales	1900.0	Wilde, Oscar	The fairy tales of Oscar Wilde.		Fairy tales	 
uc1.32106009591089	war stories	1978.0	Webb, James H	Fields of fire : | a novel / | $c: by James Webb	War stories	Vietnam War, 1961-1975	 
uc1.32106011414049	random|mystery and detective fiction	1978.0	Simenon, Georges	Maigret and the toy village / | $c: by Georges Simenon. Rainbow's end / by Ellis Peters. Raven after dark / by Donald MacKenzie	Mystery fiction	Maigret, Jules (Fictitious character)	 
wu.89058523176	war stories	1978.0	Teel, Horace G	"Our days were years : | history of the ""Lost Battalion"", 2nd Battalion, 36th Division / | $c: by Horace G. Teel."		Army|United States|Personal narratives, American|Regimental histories|2d Field Artillery Battalion|World War, 1939-1945	 
wu.89002047405	war stories	1978.0	Leasor, James	Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.		Army|Submarine|Goa|Great Britain|India|Indian Ocean|Naval operations, German|Naval operations|Naval operations, British|Regimental histories|Calcutta Light Horse|World War, 1939-1945	 
loc.ark+=13960=t1pg22053	western stories	1900.0	Bass, Florence	Stories of pioneer life		Ohio River Valley|United States|Frontier and pioneer life	 
inu.30000001728603	random	1970.0	Gardner, Erle Stanley	A Perry Mason omnibus / | $c: by Erle Stanley Gardner.			 
uc1.b3435517	random	1978.0	Evans, Stuart	Centres of ritual / | $c: Stuart Evans.			 
uc1.b3446055	war stories	1978.0	Konsalik, Heinz G	Front-line theatre / | $c: Heinz G. Konsalik ;translated from the German by Charles Lewis.	Novel	World War, 1939-1945	 
uva.x030742958	historical fiction	1870.0	Dumas, Alexandre	The horoscope / | $c: by Alexander Dumas. Tr. from the French by Mary Stuart Smith.		Francis II, 1559-1560|History	 
uc1.b3862784	science fiction	1978.0		Anticipations / | $c: edited by Christopher Priest.		Science fiction, American|Science fiction, English	 
inu.39000005828830	folklore	1936.0	Cameron, Florence Robertson	Told in furthest Hebrides; | true stories of second-sight in the islands, given the author first-hand. | $c: By Florence Robertson Cameron.		Scotland|Hebrides|Western Isles|Folklore|Precognition	 
